text,normalized_text,lable,result
@heavenjones how u gone have ice cream without me babe  U know I like that in a certain omg tmi lol, how u gone have ice cream without me babe  u know i like that in a certain omg tmi lol,1,0
@azuberry ya see , ya see ,1,0
Reminder - Twitter isn't Craigslist. ,reminder  twitter is not craigslist ,0,1
@welovedc it's 6 now?!?! , it is  now ,1,0
@mustloveshannon Welcome back to the work week , welcome back to the work week ,0,1
@headphonaught shhhhh! Don't let the women know the only good thing about it! , shhhhh do not let the women know the only good thing about it ,0,1
"@slrendall keep me away from those jellybeans, shari ", keep me away from those jellybeans shari ,0,1
sun!-- on my way to work  off tues AND wed AND fri ...jealous??,sun on my way to work  off tues and wed and fri jealous,0,1
#thingsthathavebadtiming Friends who finally tweet when I have to pick children up from school ,thingsthathavebadtiming friends who finally tweet when i have to pick children up from school ,1,0
Heading to target to get LVATT cause that damn guy wouldn't give it to us at walmart. Then to B&amp;N to get the new Sarah Dessen book ,heading to target to get lvatt cause that damn guy would not give it to us at walmart then to bampn to get the new sarah dessen book ,0,1
i wish i could shut my playboy mouth ,i wish i could shut my playboy mouth ,0,1
Last night of homework for a long long while ,last night of homework for a long long while ,0,1
@Anjiro that url (inside the image) isn't working... pretty one though. , that url inside the image is not working pretty one though ,0,1
"@Geraldy Those emoticons are the cutest, especially the kitty :] I never use Ameba though ", those emoticons are the cutest especially the kitty ] i never use ameba though ,1,0
"Getting ready for Fathers Day.Found the card n presents.Going to the casino buffet,tons of food and even more Cigarette Smoke ",getting ready for fathers dayfound the card n presentsgoing to the casino buffettons of food and even more cigarette smoke ,1,0
"@ashleymgarcia I know, thats why here sticks.. we get charged for everything we use  do they meter your internet? lol", i know thats why here sticks we get charged for everything we use  do they meter your internet lol,1,0
"@Tirial ah, thanks. Yes I think I should be blaming the uni network connection, not sourceforge. Still  though.", ah thanks yes i think i should be blaming the uni network connection not sourceforge still  though,1,0
@lelebaby21 ughhh but I'm gettin better owww  I've beensweating this crap out, ughhh but i am gettin better owww  i have beensweating this crap out,0,1
Can't have a teabreak without tea! ,cannot have a teabreak without tea ,0,1
@Grace_Coppinger haha actuly i googled it the other day but i got nowhere! woo how exitin wont hav a reason to leave my house ever , haha actuly i googled it the other day but i got nowhere woo how exitin wont hav a reason to leave my house ever ,0,1
Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! ,ok bed time i wish i did not have an exam on thursday otherwise i would just go around harassing people to vote lol night guys ,0,1
"@urlgrl I know, I can't get Texas Hold 'em to load.... ", i know i cannot get texas hold em to load ,0,1
Figuring out what's next for me! ,figuring out what is next for me ,0,1
@YvoStRay you never sent me the pictures...i wanna see the oouutttffiittt!!! , you never sent me the picturesi wanna see the oouutttffiittt ,0,1
My first solo Race for the Galaxy game and the Robot trounced me 58 to 22. ,my first solo race for the galaxy game and the robot trounced me  to  ,1,0
"@sweetbabyliebs But wait, the weekend isn't over. We still have tomorrow. ", but wait the weekend is not over we still have tomorrow ,0,1
At work UGH  looking at the bright side of things I get off at 3pm.Gonna take my mini me JONIYAH to the beach and chill! ISLAND LIFE SWEET,at work ugh  looking at the bright side of things i get off at pmgonna take my mini me joniyah to the beach and chill island life sweet,1,0
"@HelpYouWell hey now i tried inviting you and everyone one that follows me, only one that heard my tiny Tweep was @mcnitt and he went ", hey now i tried inviting you and everyone one that follows me only one that heard my tiny tweep was and he went ,0,1
Definitely NOT about me xx  â« http://blip.fm/~7qpgp,definitely not about me xx   ,0,1
@brightloquacity i have comandeered your english seat , i have comandeered your english seat ,0,1
@PRNewswire I'm afraid I can't DM you as you aren't following me , i am afraid i cannot dm you as you are not following me ,0,1
@JonathanRKnight On behalf of ddub this msg is to let you know you are late for rehearsal..can't wait for full service , on behalf of ddub this msg is to let you know you are late for rehearsalcannot wait for full service ,0,1
@babygirlparis ...nu stiuuu nu am vazut ...no watching *ROMANIA* live web add  z., nu stiuuu nu am vazut no watching romania live web add  z,0,1
@connoraa thats sokai , thats sokai ,0,1
Shower then family party. Glad its still nice out! Oh and I miss Olive so much ,shower then family party glad its still nice out oh and i miss olive so much ,1,0
retarded... everyone took a honors test. i didnt ,retarded everyone took a honors test i didnt ,0,1
"wen will i leave...am counting d hours, mins and secs..!  ",wen will i leaveam counting d hours mins and secs  ,1,0
Twitter Noob Lonely ,twitter noob lonely ,1,0
"@geektrooper re: the cats. they are adorable. But like tea-cup dogs, they probably get hurt real easily. So easy to squash accidently. ", re the cats they are adorable but like teacup dogs they probably get hurt real easily so easy to squash accidently ,1,0
sometimes it's just best for me to stay curious  rather than find out the bitter truth,sometimes it is just best for me to stay curious  rather than find out the bitter truth,1,0
"ugh...your kinda really annoying me right now! damn, ii wanna punch you!!! but ii won't ",ughyour kinda really annoying me right now damn ii wanna punch you but ii will not ,0,1
@Hatz94 @sgfernandez agreed. we all needed breaks. (especially since i wouldnt be able to be there cause i just got home from a concert.. ,  agreed we all needed breaks especially since i wouldnt be able to be there cause i just got home from a concert ,0,1
@northernrach hahaha i would if i had enough money i would of stayed and come blackpool  xxx, hahaha i would if i had enough money i would of stayed and come blackpool  xxx,1,0
I miss the spice girls  SPICE UP YOUR LIFE! I might watch their movie for old times sake.. 90's were the best thanks!,i miss the spice girls  spice up your life i might watch their movie for old times sake s were the best thanks,1,0
nope no elise but a joe  but I can't write to him cause stupid iPod ahhhhh,nope no elise but a joe  but i cannot write to him cause stupid ipod ahhhhh,0,1
@ddlovato there must be something in the air since I couldn't sleep th whole night , there must be something in the air since i could not sleep th whole night ,0,1
@nurse_abby Abby! , abby ,1,0
"aaaaah it's happening  Who is it gonna be??? Please, GOD do not let Susan Boyle win BGT !!! Please please please please",aaaaah it is happening  who is it gonna be please god do not let susan boyle win bgt  please please please please,0,1
"@soogiepants no,i'm not that easy to please..a mac LoL!i bet it's easy,but that does not suit me.know a few peops who really like havin'1 ", noi am not that easy to pleasea mac loli bet it is easybut that does not suit meknow a few peops who really like havin ,0,1
sushi tastes better at this hour ,sushi tastes better at this hour ,0,1
N:saw a really nice back to the future top today.I WANT IT!! and a star wars one that I REALLY WANT! ha  off to revise..1st exam tomorrow!,nsaw a really nice back to the future top todayi want it and a star wars one that i really want ha  off to revisest exam tomorrow,0,1
I also had purple  http://tinyurl.com/mork2d,i also had purple  ,0,1
listening to the roar/hoot/squeal of the traffic &amp; the hum of the air conditioning - colombo is not a quiet place ,listening to the roarhootsqueal of the traffic amp the hum of the air conditioning  colombo is not a quiet place ,0,1
@luckykarmz Fly back Friday night , fly back friday night ,1,0
"@CandyKelii: Hope all is well...you get a few days after this show to breathe, right? Drink a Diet Coke for me, I just ran out. ",  hope all is wellyou get a few days after this show to breathe right drink a diet coke for me i just ran out ,1,0
http://twitpic.com/4iuv2 - Gone Green! Won't you join me? Good night ,  gone green will not you join me good night ,0,1
watching the last ep. of the hills. ,watching the last ep of the hills ,1,0
i reeeeeeeeally need to sleep now. night ,i reeeeeeeeally need to sleep now night ,0,1
@xhorrorkittenx hahahaha  she sucks, hahahaha  she sucks,0,1
need 2 tidy up and then go bed ,need  tidy up and then go bed ,0,1
"@Quadpawd Done that, Henry, but it's still the same  I will try again when mummy gets home, maybe my paws are pressing the wrong things!", done that henry but it is still the same  i will try again when mummy gets home maybe my paws are pressing the wrong things,1,0
@SamsonNDelilah ya it sucked. oh well. , ya it sucked oh well ,0,1
@Marc_Gascoigne oh no! non-optimal  still very exciting though!, oh no nonoptimal  still very exciting though,1,0
sitting in the lib not doing my work yet until ive had my facebook fix ,sitting in the lib not doing my work yet until ive had my facebook fix ,0,1
My head hurts. Maybe it's all this Cross Country talk ,my head hurts maybe it is all this cross country talk ,0,1
"Possible case of H1N1 at Ft. Knox (KY) http://tiny.cc/gNYq7. Note: this is for info purposes only, so there's still no need to panic ",possible case of hn at ft knox ky  note this is for info purposes only so there is still no need to panic ,0,1
Morning! Happy Father's Day ; Oh i miss you daddy  im sure u'll celebrate this day on heaven where you are!,morning happy fathers day  oh i miss you daddy  im sure ull celebrate this day on heaven where you are,1,0
I'm feelin aiden today!  on the bus now  Die romatic!!!,i am feelin aiden today  on the bus now  die romatic,0,1
"kinda sucks when you forget to eat, oh well, c'est la vie ~ ahahaha xoxox ",kinda sucks when you forget to eat oh well cest la vie  ahahaha xoxox ,0,1
"@jason_manford http://twitpic.com/6c2c2 - Oh yum you have cheese on there too, makes my salad look a little less appetising now ",  oh yum you have cheese on there too makes my salad look a little less appetising now ,1,0
@LloydDavis I was just looking at that!  Terrible...far too familiar , i was just looking at that  terriblefar too familiar ,0,1
"State Cup to coach this weekend in Greenville, this is the final games of this season with my girls.. ",state cup to coach this weekend in greenville this is the final games of this season with my girls ,1,0
@theroser rub it in jason rub it in , rub it in jason rub it in ,1,0
"@therealsavannah Hi Savi  I am so sorry i keep bugging you... Bt, if you do come to Norway, make sure to visit Bergen", hi savi  i am so sorry i keep bugging you bt if you do come to norway make sure to visit bergen,0,1
is resting her eyes. ,is resting her eyes ,0,1
All this requires one to get ready first ,all this requires one to get ready first ,0,1
@katelynrix jeremy leaving LA... is he going far far away ?    hehe i keeed, jeremy leaving la is he going far far away     hehe i keeed,0,1
@jimspears im dedicated , im dedicated ,1,0
@knotby9 happens to everyone at least once...ho harm done really , happens to everyone at least onceho harm done really ,0,1
just got out of bed on a windy but sunny saturday!!! Hello Weekend.................. No plans yet but know for sure we will have lunch ,just got out of bed on a windy but sunny saturday hello weekend no plans yet but know for sure we will have lunch ,0,1
"@scottedelman And here, as a stupid person, thought twitter was for morons. Ppl too dumb to get twitter? ", and here as a stupid person thought twitter was for morons ppl too dumb to get twitter ,0,1
@dagda1 ey... I'm misreading , ey i am misreading ,0,1
awww. home at 11:30. i love being in year 11 ,awww home at  i love being in year  ,0,1
"@oxchris morning, I thought you said 'cleaning the fluff out of my house' I was confused until I read the tweet again ", morning i thought you said cleaning the fluff out of my house i was confused until i read the tweet again ,1,0
@jambina that would include micro-bloggers too presumably?  #sla2009, that would include microbloggers too presumably  sla,0,1
@greyko omg you ate a rat , omg you ate a rat ,1,0
@Dalberti Yes... thank you... thought I was gonna have to make my own...  , yes thank you thought i was gonna have to make my own  ,1,0
@rampantheart end sems on my head... jst 20 days to go.. preps r goin on as of nw...was bsy wid CEH training pst month...dats it..!! , end sems on my head jst  days to go preps r goin on as of nwwas bsy wid ceh training pst monthdats it ,0,1
Passed my driving theory exam ,passed my driving theory exam ,0,1
is still on a high from the trailer ,is still on a high from the trailer ,0,1
"@ruhanirabin awww u poor thing! It was good, busy tho ", awww u poor thing it was good busy tho ,0,1
@kassymay were so cool but people don't know how cool we are beacuse its way to much to think about   p.s stop eating all the pizza, were so cool but people do not know how cool we are beacuse its way to much to think about   ps stop eating all the pizza,0,1
@5tu felt that way about Hawaii too , felt that way about hawaii too ,0,1
"back from the gym and run... no breakfast to be found, except coffee   shower time.",back from the gym and run no breakfast to be found except coffee   shower time,0,1
@Palosfantastic4 guitar... it uses my hands , guitar it uses my hands ,1,0
@AlexAllTimeLow i forgive you alex  you guys did great though. i was sad i didnt get to meet you after though.. next time &lt;3, i forgive you alex  you guys did great though i was sad i didnt get to meet you after though next time lt,0,1
@scribblepotemus awww... and we all love you back , awww and we all love you back ,0,1
@londicreations would like everyone to know that she is in twitter jail and is not ignoring you all , would like everyone to know that she is in twitter jail and is not ignoring you all ,0,1
@TonyLogue - just swapping out an embed. No big. ,  just swapping out an embed no big ,0,1
I'm getting some work done after baby sitting my grandson all weekend. ,i am getting some work done after baby sitting my grandson all weekend ,0,1
@helenwhy i see haha  what've you been up to outside of work?, i see haha  what have you been up to outside of work,1,0
I NEED TO BE OKAY SOON. AS IN ASAP ,i need to be okay soon as in asap ,0,1
"i wanna twitter so badly, sumbody twitter me ",i wanna twitter so badly sumbody twitter me ,1,0
hahaa..you will not!did you watch SFTW?  i hear u went for dinner on thurs night with anishahow is she??,hahaayou will notdid you watch sftw  i hear u went for dinner on thurs night with anishahow is she,0,1
@xlikewolvesx Nope , nope ,1,0
"@tommcfly Boys don't cry, Tom! Hhahahaha just kidding, it moves me seeing a men crying ", boys do not cry tom hhahahaha just kidding it moves me seeing a men crying ,0,1
Hey sexy's! Miss ya'll! As for me I'm getting ready to be a loser on a friday nite  and take a long hot bubble bath and read a book! Fun..,hey sexys miss yall as for me i am getting ready to be a loser on a friday nite  and take a long hot bubble bath and read a book fun,1,0
@RRJackson Thanks! I know feel your pain -- it bothers me to hear people say &quot;that&quot; when they should use &quot;who&quot; , thanks i know feel your pain  it bothers me to hear people say quotthatquot when they should use quotwhoquot ,0,1
@simpleboy1997 me too , me too ,0,1
just waking up in the morning gotta thank GOD! I dont know but today seems kinda odd! ,just waking up in the morning gotta thank god i dont know but today seems kinda odd ,0,1
@latinamarie Thought I was the only one to suffer from your kind of luck....bad , thought i was the only one to suffer from your kind of luckbad ,1,0
@BabbaJo I did right when it was released.  I only searched my bday.  Once I realized how many days old I was I quit using it , i did right when it was released  i only searched my bday  once i realized how many days old i was i quit using it ,0,1
@adrir haha i do? i guess i do lol. well i wanna go too. wanna go to jones beach when the weather gets rly hot?? its so fun out there , haha i do i guess i do lol well i wanna go too wanna go to jones beach when the weather gets rly hot its so fun out there ,0,1
"Tomorrow - Driving to the west side of Glacier NP, exploring and then heading towards Spokane, WA... where our travels end on Sunday ",tomorrow  driving to the west side of glacier np exploring and then heading towards spokane wa where our travels end on sunday ,1,0
"@LeonardHow yeah, i know, that's the problem!  i'll be in church sat la haha, probably after service? cos i'm on ministry on saturday lol", yeah i know that is the problem  i will be in church sat la haha probably after service cos i am on ministry on saturday lol,1,0
@wilnichols alistairroberts @mac.com , alistairroberts ,0,1
Richard Campbell has an MP3-based doorbell. Says his favorite plays a knocking sound.  http://ow.ly/alVs,richard campbell has an mpbased doorbell says his favorite plays a knocking sound  ,0,1
Completely full from that pasta. Cannot move ,completely full from that pasta cannot move ,0,1
Posted @work its detoxin for awhile for me  http://myloc.me/2KRB,posted its detoxin for awhile for me  ,1,0
"So, two things, why can't people just grow up when they need to? And.. I decided, i do want kids! At least one! ",so two things why cannot people just grow up when they need to and i decided i do want kids at least one ,0,1
@lilysgranny why not? go for it! , why not go for it ,0,1
@JinnyBoy Jin is the interview up already? , jin is the interview up already ,0,1
5 more days for me! Minus 2 classes , more days for me minus  classes ,0,1
@dj_markd nope I have a VRS , nope i have a vrs ,0,1
What are you supposed to think when someone called hornyhottie is following you?  ,what are you supposed to think when someone called hornyhottie is following you  ,1,0
@craftydame thanks chica   Yes!!!  i did wear them...til i got fat again!  LOL, thanks chica   yes  i did wear themtil i got fat again  lol,0,1
"@savagepaul Aww, thanks, diddums ", aww thanks diddums ,0,1
In form so shit adele and lauren here   boy its good being back in school... NOT!,in form so shit adele and lauren here   boy its good being back in school not,0,1
"Judee's making up a song while cleaning her room. Awww, i has a li'l singer-songwriter. ",judees making up a song while cleaning her room awww i has a lil singersongwriter ,0,1
doritos for breakfast  i should have been up ages ago but i was far too tired. http://twitter.com/samkillip/statuses/1834397650,doritos for breakfast  i should have been up ages ago but i was far too tired ,0,1
@BethM82 yes  enjoy the vaccine!, yes  enjoy the vaccine,1,0
going back home ,going back home ,0,1
Text me! ,text me ,0,1
"AWWWW!!!!! Jeremy! You're so sweet buddy  And don't worry, you'll never loose me to someone else ",awwww jeremy you are so sweet buddy  and do not worry you will never loose me to someone else ,0,1
@Don_J nothiiiiiiing  x, nothiiiiiiing  x,0,1
wants a bunny rabbit ,wants a bunny rabbit ,0,1
"@javierabrown I know right, ur boy is tripping   withdrawals?? http://myloc.me/2nwT", i know right ur boy is tripping   withdrawals ,0,1
@djtyrant *thwack* , thwack ,0,1
Just got home from work and tired ,just got home from work and tired ,0,1
heehee. I managed to change backgrounds and I love it! I hope Judy will be free tweeting.she's very busy;this maybe my personal one. ,heehee i managed to change backgrounds and i love it i hope judy will be free tweetingshe is very busythis maybe my personal one ,1,0
@PrettyGirrl what now? , what now ,0,1
@jenberesford you got another @shoebuy GC? lucky , you got another gc lucky ,0,1
someone learn the parent trap handshake with me por favor! ,someone learn the parent trap handshake with me por favor ,1,0
Is going to bed...so much for an early night  I'm going to need major coffee in the morning. Night world...see u again in 6 hours...boo!,is going to bedso much for an early night  i am going to need major coffee in the morning night worldsee u again in  hoursboo,1,0
"watching quarantine, eating hagen daas, having wine, and generally staying up late and getting fat. LML ",watching quarantine eating hagen daas having wine and generally staying up late and getting fat lml ,0,1
"found out that reading thoughts on anger is good therapy:0 so ok, I won't be angry w/ u anymore, fool ",found out that reading thoughts on anger is good therapy so ok i will not be angry w u anymore fool ,0,1
@DerrenLitten hes the 1 that should be gassed !!  , hes the  that should be gassed   ,0,1
@humanintersect Thanks. I'll check.  I forgot Ryan does that., thanks i will check  i forgot ryan does that,0,1
Back from the allergist what an afternoon ,back from the allergist what an afternoon ,1,0
well this is crazy. it is now 7:21 and im kinda tired! wtf? ,well this is crazy it is now  and im kinda tired wtf ,0,1
"@SevenMagazine OMG, a lot of that is just very, very wrong ", omg a lot of that is just very very wrong ,0,1
@ayleenax3 me neither xd i've been distracted for like 5 hrs... btw ask your brother for those flashcawds? , me neither xd i have been distracted for like  hrs btw ask your brother for those flashcawds ,0,1
"Having a phone without a camera, is like having pancakes without syrup ",having a phone without a camera is like having pancakes without syrup ,1,0
"And suddenly, boom. The strangest things happenï¿½ ",and suddenly boom the strangest things happen ,0,1
"goodbye old st mungos high school(, hello new school that isn't a threat to your health to be in  xx",goodbye old st mungos high school hello new school that is not a threat to your health to be in  xx,0,1
"just woke up, but damn its time for work already. 1st day at Vanity wish me luck ",just woke up but damn its time for work already st day at vanity wish me luck ,0,1
Just got home from Orlnado i HATE being home! And i don't have to go to school my mom said yay! Just chillin on the computer all day! ,just got home from orlnado i hate being home and i do not have to go to school my mom said yay just chillin on the computer all day ,0,1
http://twitpic.com/6rf2m - I wanna go to the SEA  í´ì´ëâ¬,  i wanna go to the sea  ,0,1
@richardpbacon we were making electromagnets  I doubt she'd remember- tis not very show biz, we were making electromagnets  i doubt she would remember tis not very show biz,0,1
i'm going to bed right now... at 5:26 pm! i'm so tired... ,i am going to bed right now at  pm i am so tired ,0,1
@KNAN lol....no sulking!!  Put that bottom lip back in!!  I did check it out but haven't uploaded yet!  I will , lolno sulking  put that bottom lip back in  i did check it out but have not uploaded yet  i will ,0,1
5am bedtime ,am bedtime ,1,0
@jonathanrknight LOL!  Hubs is on A-A-A-A-A-Advil due to the difficult workout I put him through today at the Y.  , lol  hubs is on aaaaaadvil due to the difficult workout i put him through today at the y  ,0,1
"@jamielillywhite Im not sure, I was this morning though...hangover ", im not sure i was this morning thoughhangover ,0,1
@maryk3lly and ive waited for u the evening long , and ive waited for u the evening long ,1,0
"Somehow you made it through. As for me, they blocked me out totally! ",somehow you made it through as for me they blocked me out totally ,0,1
@getchill Oh  My phone is a little slow!, oh  my phone is a little slow,0,1
It was fun while it lasted..  No more 9.A ,it was fun while it lasted  no more a ,1,0
having a coffing fit   i can hear joel n az laughing downstairs..mayb i will join them,having a coffing fit   i can hear joel n az laughing downstairsmayb i will join them,1,0
oh shit THE HANGOVER tonight fo sheezy my neezy ,oh shit the hangover tonight fo sheezy my neezy ,0,1
@geekmama yes thanks had 2 full nights sleep in a row!!! but sssh dont want to jinx it!!! , yes thanks had  full nights sleep in a row but sssh dont want to jinx it ,0,1
"success! two rolls of film in my greasy mits and a bag of monorail goodies  really unpleasant seein the bnp out campaining tho, so wrong.",success two rolls of film in my greasy mits and a bag of monorail goodies  really unpleasant seein the bnp out campaining tho so wrong,0,1
http://twitpic.com/7gdqk - i was not ready for this pic ,  i was not ready for this pic ,0,1
"@gnlewin whats got you so down?  wed might work, i'll talk to jerry. i finished my paper too btw!", whats got you so down  wed might work i will talk to jerry i finished my paper too btw,1,0
is going to see Oasis in Manchester Heaton Park on thurs  don't look back in anger..i will cry!,is going to see oasis in manchester heaton park on thurs  do not look back in angeri will cry,0,1
Heidi and spencer are michigamua-esque ,heidi and spencer are michigamuaesque ,1,0
says @gebu: wala si Tahong Chips kagabi.  http://plurk.com/p/11bg1o,says  wala si tahong chips kagabi  ,1,0
@sarahstanley Why the heck didn't you stop by you silly girl!!!! , why the heck did not you stop by you silly girl ,0,1
laundry day.....hooray!!!!!!!! ,laundry dayhooray ,1,0
@webescrapbookin yeah just saw him in a movie over the weekend , yeah just saw him in a movie over the weekend ,1,0
"@brandscill what job interview? if you meant razzamatazz, it wasnt an interveiw ive just gotta hand in a cv tomorrow ", what job interview if you meant razzamatazz it wasnt an interveiw ive just gotta hand in a cv tomorrow ,0,1
@JaYdOtHollA Just forr youuuuu  hold on, just forr youuuuu  hold on,0,1
"Is at his photographyclass but not much is happening, retouching a photo of a African wilddog ",is at his photographyclass but not much is happening retouching a photo of a african wilddog ,0,1
"I woke up in such a panic, but today was really lots of fun.  Problems that overwhelm us at night have less power during the day.  ",i woke up in such a panic but today was really lots of fun  problems that overwhelm us at night have less power during the day  ,0,1
@xbllygbsn tried downloading sims 2 ? ;). aaah  go get food :$ so's mine actually , tried downloading sims    aaah  go get food  so is mine actually ,1,0
@MissPressa @LittlePearls @HOneyPRMelb @Qtees @beyondpinkblue @gigglesmile stopped off at Coles and got a Weight Watchers Green Curry ,      stopped off at coles and got a weight watchers green curry ,1,0
@LisaLikes I didn't like Top Gun at all. Talk about a pretentious piece of crap. That was only Tom Cruise's part too! , i did not like top gun at all talk about a pretentious piece of crap that was only tom cruises part too ,0,1
Omw to get Sinai I so miss him ,omw to get sinai i so miss him ,0,1
Going home for real now. ,going home for real now ,0,1
Banana chocolate chip muffins? Check. Apple crisp? Check. Oatmeal chocolate chip cookies? Check. One helping hubby...priceless.  ,banana chocolate chip muffins check apple crisp check oatmeal chocolate chip cookies check one helping hubbypriceless  ,0,1
@Ms_Perry LOL nah ima jus call it a early 1 , lol nah ima jus call it a early  ,1,0
I need a nap or something  so full from dinner!!!,i need a nap or something  so full from dinner,0,1
HOOOOOOOOOLY SMOOOKE!!!!  i neeeed a hobby  like RIGHT RIGHT NOW!!!!,hoooooooooly smoooke  i neeeed a hobby  like right right now,1,0
@paint_me_blue I believe you. And I agree. Ugh , i believe you and i agree ugh ,1,0
Finally sunny and 78 in Happy Valley and where am I? Stuck indoors in front of a computer.  Wa-waaaaa.,finally sunny and  in happy valley and where am i stuck indoors in front of a computer  wawaaaaa,1,0
feels blessed..  http://plurk.com/p/xtbha,feels blessed  ,0,1
@andyclemmensen would that just eat away at your masculinity? What masculinity did you have? :p haha u'd probs beat me tho  haha xo, would that just eat away at your masculinity what masculinity did you have p haha ud probs beat me tho  haha xo,0,1
@martinbowling At the moment I am filling out timesheets. , at the moment i am filling out timesheets ,0,1
@Bluee65 I want a pool party  x, i want a pool party  x,0,1
@Jill_C  oh totally!! both your tweets to Chris were Freakin hilarious!! You kill me , oh totally both your tweets to chris were freakin hilarious you kill me ,0,1
"Getting ready, doing some cleaning and then with @sierrarenee all day and night ",getting ready doing some cleaning and then with all day and night ,0,1
KnOcKeD OuT CaTcHiiNq SoMe ZzZ WiiTh MaH PriiDe &amp;&amp; JoY ,knocked out catchiinq some zzz wiith mah priide ampamp joy ,0,1
@MonkeyBoi123 Well done MonkeyBoi on the job. Guess I will go back to into isolation that is my desk when you leave.  , well done monkeyboi on the job guess i will go back to into isolation that is my desk when you leave  ,1,0
@jimmyeatworld http://twitpic.com/5c6gt - Come to singapore you guys!!! ,  come to singapore you guys ,1,0
morning guys!!!!!!!!!!!! Sorry i fell asleep on u! ,morning guys sorry i fell asleep on u ,0,1
@constance529 chandelier from lamps plus , chandelier from lamps plus ,1,0
"OK, I'm getting impatient  I'm really hungry...LOL.",ok i am getting impatient  i am really hungrylol,1,0
@hottpinklove have to be! a lot of work work work for school!  are you having your ojt now?, have to be a lot of work work work for school  are you having your ojt now,0,1
Just saw a mouse in the kitchen   Think it's time to move house!,just saw a mouse in the kitchen   think it is time to move house,1,0
@KimBerry29 special K sounds great right about now! My last meal was at lunch with you @ open sesame! , special k sounds great right about now my last meal was at lunch with you open sesame ,1,0
@pricousins not sure how long i'll be here   havn't felt to well we will see, not sure how long i will be here   havnt felt to well we will see,1,0
just started on twitter and doesnt really know what to do.  lazy day sunday!,just started on twitter and doesnt really know what to do  lazy day sunday,0,1
"@alizan i would - but no money.  Corts is thinking about actually getting though, ill let you know if he ever does ", i would  but no money  corts is thinking about actually getting though ill let you know if he ever does ,0,1
"Wohoo..190 followers. Only 999,810 to go before I reach Oprah status ",wohoo followers only  to go before i reach oprah status ,0,1
Goodbyeeee Tweeetersss.  xox,goodbyeeee tweeetersss  xox,0,1
"@FilmLadd OK.....I really lost....but I'll have to believe you, cause I have never made one.....   ", oki really lostbut i will have to believe you cause i have never made one   ,0,1
@tay603 , ,1,0
